,category,headline,authors,link,short descr,date,image_caption(s),image_link(s)
14,COMEDY,Late Night Hosts Gave Donald Trump The Best Gags For His 71st Birthday,Lee Moran,https://www.huffingtonpost.com/entry/donald-trump-birthday-late-night-hosts-corden-meyers_us_59427a55e4b003d5948d6f81,"""I'm glad Donald Trump can finally have a day when he's the center of attention.""",2017-06-15,,https://img.huffingtonpost.com/asset/62e1b81925000082ab33140f.jpg?cache=BDEJGWkA94&ops=210_120
15,POLITICS,Vladimir Putin Trolls James Comey Over 'Strange' Memo Leak,Hayley Miller,https://www.huffingtonpost.com/entry/vladimir-putin-trolls-james-comey_us_59427eece4b003d5948d7b79,"""We would be ready to offer political asylum to Comey if he’s persecuted in the U.S.""",2017-06-15,Hayley Miller,https://img.huffingtonpost.com/asset/60a287b5260000e080b4330b.png?ops=100_100
16,POLITICS,Vladimir Putin Trolls James Comey Over 'Strange' Memo Leak,Hayley Miller,https://www.huffingtonpost.com/entry/vladimir-putin-trolls-james-comey_us_59427eece4b003d5948d7b79,"""We would be ready to offer political asylum to Comey if he’s persecuted in the U.S.""",2017-06-15,,https://img.huffingtonpost.com/asset/62e13d63220000a1be4fa265.png?ops=210_120
17,POLITICS,Vladimir Putin Trolls James Comey Over 'Strange' Memo Leak,Hayley Miller,https://www.huffingtonpost.com/entry/vladimir-putin-trolls-james-comey_us_59427eece4b003d5948d7b79,"""We would be ready to offer political asylum to Comey if he’s persecuted in the U.S.""",2017-06-15,"1. We've all been between jobs, haven't we?",https://img.huffingtonpost.com/asset/593993c02200002d00c6d063.png?ops=scalefit_960_noupscale
18,HEALTHY LIVING,2 Cases Of Legionnaires' Disease In Newborns Linked To Water Births,"Rachael Rettner, Live Science",https://www.huffingtonpost.com/entry/legionnaires-disease-linked-to-water-births_us_59419d98e4b003d5948cf4c7,The babies developed bacterial lung infections days after they were born.,2017-06-15,,https://img.huffingtonpost.com/asset/62e3fd742500003d003338f0.jpeg?ops=210_120
19,HEALTHY LIVING,2 Cases Of Legionnaires' Disease In Newborns Linked To Water Births,"Rachael Rettner, Live Science",https://www.huffingtonpost.com/entry/legionnaires-disease-linked-to-water-births_us_59419d98e4b003d5948cf4c7,The babies developed bacterial lung infections days after they were born.,2017-06-15,,https://img.huffingtonpost.com/asset/62e5de192400003c00d584e6.jpeg?ops=210_120
20,HEALTHY LIVING,2 Cases Of Legionnaires' Disease In Newborns Linked To Water Births,"Rachael Rettner, Live Science",https://www.huffingtonpost.com/entry/legionnaires-disease-linked-to-water-births_us_59419d98e4b003d5948cf4c7,The babies developed bacterial lung infections days after they were born.,2017-06-15,,https://img.huffingtonpost.com/asset/62e96c302500003400bf0be1.jpeg?ops=210_120
21,POLITICS,Trump-World Turns On 'Anti-Trump Special Counsel' Robert Mueller,Igor Bobic,https://www.huffingtonpost.com/entry/robert-mueller-trump_us_5942930fe4b0d3185487877b,"Despite previous compliments, the president and his supporters are now saying Robert Mueller is unfit for the job.",2017-06-15,Igor Bobic,https://img.huffingtonpost.com/asset/5db351812000006f26506d19.jpeg?ops=100_100
22,POLITICS,Trump-World Turns On 'Anti-Trump Special Counsel' Robert Mueller,Igor Bobic,https://www.huffingtonpost.com/entry/robert-mueller-trump_us_5942930fe4b0d3185487877b,"Despite previous compliments, the president and his supporters are now saying Robert Mueller is unfit for the job.",2017-06-15,,https://img.huffingtonpost.com/asset/62e991b52600001c00d4130c.jpg?cache=W1ke41CYhE&ops=210_120
23,POLITICS,Trump-World Turns On 'Anti-Trump Special Counsel' Robert Mueller,Igor Bobic,https://www.huffingtonpost.com/entry/robert-mueller-trump_us_5942930fe4b0d3185487877b,"Despite previous compliments, the president and his supporters are now saying Robert Mueller is unfit for the job.",2017-06-15,,https://img.huffingtonpost.com/asset/62e38b0c2700003500ba019a.jpeg?cache=UrzrNWyYsB&ops=210_120
24,WORLD NEWS,"Hindu, Christian, Muslim Soccer Players Pray In Powerful Display Of Unity",Carol Kuruvilla,https://www.huffingtonpost.com/entry/the-beautiful-way-these-indonesian-soccer-players-are-promoting-religious-unity_us_5942934be4b0d31854878855,"“Even though we all come from different religions and ethnicities, we’re all one.""",2017-06-15,Carol Kuruvilla,https://img.huffingtonpost.com/asset/5c196de2210000e309caa54f.jpg?ops=100_100
25,WORLD NEWS,"Hindu, Christian, Muslim Soccer Players Pray In Powerful Display Of Unity",Carol Kuruvilla,https://www.huffingtonpost.com/entry/the-beautiful-way-these-indonesian-soccer-players-are-promoting-religious-unity_us_5942934be4b0d31854878855,"“Even though we all come from different religions and ethnicities, we’re all one.""",2017-06-15,"Bali United soccer players Ngurah Nanak, Yabes Roni and Miftahul Hamdi pray regarding their religion as they celebrate goals during their match against Perseru Serui FC, in Gianyar, Indonesia June 4, 2017.",https://img.huffingtonpost.com/asset/594294a215000045004e67e0.jpeg?cache=106GkAZq7w&ops=scalefit_720_noupscale
26,WORLD NEWS,"Hindu, Christian, Muslim Soccer Players Pray In Powerful Display Of Unity",Carol Kuruvilla,https://www.huffingtonpost.com/entry/the-beautiful-way-these-indonesian-soccer-players-are-promoting-religious-unity_us_5942934be4b0d31854878855,"“Even though we all come from different religions and ethnicities, we’re all one.""",2017-06-15,"Supporters of former Jakarta governor Basuki Tjahaja Purnama, popularly known as Ahok, gather at city hall a day after after a court sentenced him to two years in jail following blasphemy charges, in Jakarta, Indonesia May 10, 2017.",https://img.huffingtonpost.com/asset/5942a54315000021004e683b.jpeg?ops=scalefit_720_noupscale
27,POLITICS,"Otto Warmbier, U.S. Student Freed From North Korea, Has 'Severe' Neurological Injury","Ginny McCabe, Reuters",https://www.huffingtonpost.com/entry/otto-warmbier-prison-treatment_us_5942969be4b0d318548792b1,His father said he was “brutalized and terrorized” by the North Korean regime.,2017-06-15,Reuters logo,https://cambria.assets.huffpost.com/images/partners/reuters.hash-80f2d07a2f31891e1501eaeb38dfb3b9.png
28,POLITICS,"Otto Warmbier, U.S. Student Freed From North Korea, Has 'Severe' Neurological Injury","Ginny McCabe, Reuters",https://www.huffingtonpost.com/entry/otto-warmbier-prison-treatment_us_5942969be4b0d318548792b1,His father said he was “brutalized and terrorized” by the North Korean regime.,2017-06-15,"Otto Frederick Warmbier is taken to North Korea's top court in Pyongyang, North Korea, in this photo released by Kyodo March 16, 2016.",https://img.huffingtonpost.com/asset/5942b4c7210000290033c61f.jpeg?ops=scalefit_720_noupscale
29,POLITICS,"Otto Warmbier, U.S. Student Freed From North Korea, Has 'Severe' Neurological Injury","Ginny McCabe, Reuters",https://www.huffingtonpost.com/entry/otto-warmbier-prison-treatment_us_5942969be4b0d318548792b1,His father said he was “brutalized and terrorized” by the North Korean regime.,2017-06-15,"Fred Warmbier, father of Otto Warmbier, speaks during a news conference in Cincinnati, Ohio, U.S. June 15, 2017.",https://img.huffingtonpost.com/asset/5942b485210000290033c61c.jpeg?ops=scalefit_720_noupscale
30,ENTERTAINMENT,There Is Now An Actual 'Pretty Little Liars' Exhibit You Can Visit,Abigail Williams,https://www.huffingtonpost.com/entry/pretty-little-liars-warner-bros-studio-tour_us_5942e39be4b0f15cd5ba07d1,You can mourn the end of show in the place that started it all.,2017-06-15,Abigail Williams,https://img.huffingtonpost.com/asset/5c112f0c2400002b055873ae.png?ops=100_100
31,ENTERTAINMENT,There Is Now An Actual 'Pretty Little Liars' Exhibit You Can Visit,Abigail Williams,https://www.huffingtonpost.com/entry/pretty-little-liars-warner-bros-studio-tour_us_5942e39be4b0f15cd5ba07d1,You can mourn the end of show in the place that started it all.,2017-06-15,"Sasha Pieterse, I. Marlene King and Shay Mitchell attend the launch of ""Pretty Little Liars: Made Here.""",https://img.huffingtonpost.com/asset/5942e6851600002100116683.jpeg?cache=NAQnLJoAAe&ops=scalefit_720_noupscale
32,ENTERTAINMENT,There Is Now An Actual 'Pretty Little Liars' Exhibit You Can Visit,Abigail Williams,https://www.huffingtonpost.com/entry/pretty-little-liars-warner-bros-studio-tour_us_5942e39be4b0f15cd5ba07d1,You can mourn the end of show in the place that started it all.,2017-06-15,Fans can reminisce over A.D.'s demented ways as they take in some of his/her paraphernalia. ,https://img.huffingtonpost.com/asset/5942e5422100002a0033c6e8.jpeg?ops=scalefit_720_noupscale
33,BUSINESS,Look At How Uber's Top Leadership Has Crumbled,"Lydia O'Connor, Alissa Scheller, Eline Gordts, and Ryan Grenoble",https://www.huffingtonpost.com/entry/uber-leadership-infographic_us_59404b02e4b09ad4fbe3d71f,CEO Travis Kalanick's resignation is only the latest departure from the ride-hailing company,2017-06-15,,https://img.huffingtonpost.com/asset/594c28bf29000020003b0b89.png?ops=scalefit_1280_noupscale
34,BUSINESS,Look At How Uber's Top Leadership Has Crumbled,"Lydia O'Connor, Alissa Scheller, Eline Gordts, and Ryan Grenoble",https://www.huffingtonpost.com/entry/uber-leadership-infographic_us_59404b02e4b09ad4fbe3d71f,CEO Travis Kalanick's resignation is only the latest departure from the ride-hailing company,2017-06-15,,https://img.huffingtonpost.com/asset/62e996612500005100bf0bff.jpg?cache=nq3N45ddwV&ops=210_120
35,BUSINESS,Look At How Uber's Top Leadership Has Crumbled,"Lydia O'Connor, Alissa Scheller, Eline Gordts, and Ryan Grenoble",https://www.huffingtonpost.com/entry/uber-leadership-infographic_us_59404b02e4b09ad4fbe3d71f,CEO Travis Kalanick's resignation is only the latest departure from the ride-hailing company,2017-06-15,,https://img.huffingtonpost.com/asset/62e17960220000e9944fa2a7.jpeg?ops=210_120
36,PARENTS,Judd Apatow Explains How Much His Teenage Daughter Hates His Jokes,Emily McCombs,https://www.huffingtonpost.com/entry/judd-apatow-explains-how-much-his-teenage-daughter-hates-his-jokes_us_59429af7e4b01eab7a2be36a,"""You know the love you feel from your daughter right now? Soon that’ll be gone.""",2017-06-15,,https://img.huffingtonpost.com/asset/62dff85c25000082ab331245.jpg?cache=uLixc3TLER&ops=210_120
37,PARENTS,Judd Apatow Explains How Much His Teenage Daughter Hates His Jokes,Emily McCombs,https://www.huffingtonpost.com/entry/judd-apatow-explains-how-much-his-teenage-daughter-hates-his-jokes_us_59429af7e4b01eab7a2be36a,"""You know the love you feel from your daughter right now? Soon that’ll be gone.""",2017-06-15,,https://img.huffingtonpost.com/asset/62e69b982500003d00333988.jpeg?cache=hq4JDyWdP2&ops=210_120
38,PARENTS,Judd Apatow Explains How Much His Teenage Daughter Hates His Jokes,Emily McCombs,https://www.huffingtonpost.com/entry/judd-apatow-explains-how-much-his-teenage-daughter-hates-his-jokes_us_59429af7e4b01eab7a2be36a,"""You know the love you feel from your daughter right now? Soon that’ll be gone.""",2017-06-15,,https://img.huffingtonpost.com/asset/62e347312700003d00ba016d.jpeg?cache=uXU5o41VXK&ops=210_120
39,POLITICS,ACLU Stalls Trump’s Plan To Deport Iraqi Christians,Akbar Shahid Ahmed,https://www.huffingtonpost.com/entry/donald-trump-iraqi-christians-aclu_us_59415667e4b09ad4fbe4ce41,"“Our immigration policy shouldn’t amount to a death sentence for anyone,"" the ACLU says.",2017-06-15,Akbar Shahid Ahmed,https://img.huffingtonpost.com/asset/5db0b614200000f22250696d.jpg?ops=100_100
40,POLITICS,ACLU Stalls Trump’s Plan To Deport Iraqi Christians,Akbar Shahid Ahmed,https://www.huffingtonpost.com/entry/donald-trump-iraqi-christians-aclu_us_59415667e4b09ad4fbe4ce41,"“Our immigration policy shouldn’t amount to a death sentence for anyone,"" the ACLU says.",2017-06-15,"The remains of destroyed church are seen in the town of Qaraqosh, south of Mosul, Iraq, on April 13, 2017.",https://img.huffingtonpost.com/asset/59430494210000290033c761.jpeg?ops=scalefit_720_noupscale
41,POLITICS,ACLU Stalls Trump’s Plan To Deport Iraqi Christians,Akbar Shahid Ahmed,https://www.huffingtonpost.com/entry/donald-trump-iraqi-christians-aclu_us_59415667e4b09ad4fbe4ce41,"“Our immigration policy shouldn’t amount to a death sentence for anyone,"" the ACLU says.",2017-06-15,,https://img.huffingtonpost.com/asset/62e97db62600005c00d412ff.jpeg?ops=210_120
42,PARENTS,These ‘Rainbow Dad’ Shirts Bring Men Into The Conversation About Hope After Loss,Caroline Bologna,https://www.huffingtonpost.com/entry/these-rainbow-dad-shirts-bring-men-into-the-conversation-about-hope-after-loss_us_5940bb1ee4b0d3185485cd82,"A 'rainbow baby' is a child born after miscarriage, stillbirth, neonatal death or infant loss.",2017-06-15,"Bryn Huntpalmer designed a shirt for ""rainbow dads.""",https://img.huffingtonpost.com/asset/5942b6a315000045004e687a.jpeg?cache=OAAB0pG0pC&ops=scalefit_720_noupscale
43,PARENTS,These ‘Rainbow Dad’ Shirts Bring Men Into The Conversation About Hope After Loss,Caroline Bologna,https://www.huffingtonpost.com/entry/these-rainbow-dad-shirts-bring-men-into-the-conversation-about-hope-after-loss_us_5940bb1ee4b0d3185485cd82,"A 'rainbow baby' is a child born after miscarriage, stillbirth, neonatal death or infant loss.",2017-06-15,"""While there are so many ways for moms to find support, dads are often left out,” Huntpalmer said. ",https://img.huffingtonpost.com/asset/5940bcc916000021001160fa.png?ops=scalefit_720_noupscale
44,PARENTS,These ‘Rainbow Dad’ Shirts Bring Men Into The Conversation About Hope After Loss,Caroline Bologna,https://www.huffingtonpost.com/entry/these-rainbow-dad-shirts-bring-men-into-the-conversation-about-hope-after-loss_us_5940bb1ee4b0d3185485cd82,"A 'rainbow baby' is a child born after miscarriage, stillbirth, neonatal death or infant loss.",2017-06-15,"The mom also designed a ""rainbow kid"" shirt too.",https://img.huffingtonpost.com/asset/5942b85116000021001165c3.png?ops=scalefit_720_noupscale
45,POLITICS,Congressional Baseball Game Goes On One Day After Shooting,"Mollie Reilly, Igor Bobic, and Matt Fuller",https://www.huffingtonpost.com/entry/congressional-baseball-game-2017_us_5942c155e4b0f15cd5b9d202,The annual bipartisan event raised over $1 million for charities.,2017-06-15,,https://img.huffingtonpost.com/asset/59431fcf160000220011672c.png?cache=uig17HVs6R&ops=scalefit_720_noupscale
46,POLITICS,Congressional Baseball Game Goes On One Day After Shooting,"Mollie Reilly, Igor Bobic, and Matt Fuller",https://www.huffingtonpost.com/entry/congressional-baseball-game-2017_us_5942c155e4b0f15cd5b9d202,The annual bipartisan event raised over $1 million for charities.,2017-06-15,,https://img.huffingtonpost.com/asset/62e7e7a52600003e00984aaf.jpeg?ops=210_120
47,POLITICS,Congressional Baseball Game Goes On One Day After Shooting,"Mollie Reilly, Igor Bobic, and Matt Fuller",https://www.huffingtonpost.com/entry/congressional-baseball-game-2017_us_5942c155e4b0f15cd5b9d202,The annual bipartisan event raised over $1 million for charities.,2017-06-15,,https://img.huffingtonpost.com/asset/62e17960220000e9944fa2a7.jpeg?ops=210_120
48,COMEDY,Sean Spicer Is Asked When Pence Will Replace Trump In Seth Meyers Spoof,Ron Dicker,https://www.huffingtonpost.com/entry/sean-spicer-is-asked-when-pence-will-replace-trump-in-seth-spoof_us_59429d81e4b06bb7d2715b8f,If only all press briefings were like this.,2017-06-15,Ron Dicker,https://img.huffingtonpost.com/asset/5cd400b62100005900d41396.jpg?ops=100_100
49,COMEDY,Sean Spicer Is Asked When Pence Will Replace Trump In Seth Meyers Spoof,Ron Dicker,https://www.huffingtonpost.com/entry/sean-spicer-is-asked-when-pence-will-replace-trump-in-seth-spoof_us_59429d81e4b06bb7d2715b8f,If only all press briefings were like this.,2017-06-15,,https://img.huffingtonpost.com/asset/62e3f8502400003c00d583d7.jpeg?cache=DDBjCfMJKJ&ops=210_120
50,COMEDY,Sean Spicer Is Asked When Pence Will Replace Trump In Seth Meyers Spoof,Ron Dicker,https://www.huffingtonpost.com/entry/sean-spicer-is-asked-when-pence-will-replace-trump-in-seth-spoof_us_59429d81e4b06bb7d2715b8f,If only all press briefings were like this.,2017-06-15,,https://img.huffingtonpost.com/asset/62e96af22500005100bf0bda.jpg?cache=fqSDOWdyh9&ops=210_120
51,ENTERTAINMENT,Jerrod Carmichael Says NBC Decision To Pull Shooting Episode Underestimates Viewers,Sara Boboltz,https://www.huffingtonpost.com/entry/jerrod-carmichael-says-nbc-decision-to-pull-shooting-episode-underestimates-viewers_us_5942bb80e4b01eab7a2c2438,"""Really, to me, what it says is that you don’t think America is smart enough to handle real dialogue.""",2017-06-15,Sara Boboltz,https://img.huffingtonpost.com/asset/5bfe09312400001e005838fc.png?ops=100_100
52,ENTERTAINMENT,Jerrod Carmichael Says NBC Decision To Pull Shooting Episode Underestimates Viewers,Sara Boboltz,https://www.huffingtonpost.com/entry/jerrod-carmichael-says-nbc-decision-to-pull-shooting-episode-underestimates-viewers_us_5942bb80e4b01eab7a2c2438,"""Really, to me, what it says is that you don’t think America is smart enough to handle real dialogue.""",2017-06-15,,https://img.huffingtonpost.com/asset/62e29a042200007aa34fa3d6.png?cache=4FykbdxiO5&ops=210_120
53,ENTERTAINMENT,Jerrod Carmichael Says NBC Decision To Pull Shooting Episode Underestimates Viewers,Sara Boboltz,https://www.huffingtonpost.com/entry/jerrod-carmichael-says-nbc-decision-to-pull-shooting-episode-underestimates-viewers_us_5942bb80e4b01eab7a2c2438,"""Really, to me, what it says is that you don’t think America is smart enough to handle real dialogue.""",2017-06-15,,https://img.huffingtonpost.com/asset/62e0da182200006c914fa1e3.png?cache=MCIVhB6V0g&ops=210_120
54,MEDIA,CNN Chief Says NBC's Marketing Of Alex Jones Interview Was A 'Big Mistake',Michael Calderone,https://www.huffingtonpost.com/entry/jeff-zucker-nbc-alex-jones_us_5942d17ee4b0f15cd5b9e73d,But Jeff Zucker still thinks the conspiracy-pushing host is a newsworthy subject.,2017-06-15,Michael Calderone,https://img.huffingtonpost.com/asset/5605b7221b00001900dfd969.jpeg?ops=100_100
55,MEDIA,CNN Chief Says NBC's Marketing Of Alex Jones Interview Was A 'Big Mistake',Michael Calderone,https://www.huffingtonpost.com/entry/jeff-zucker-nbc-alex-jones_us_5942d17ee4b0f15cd5b9e73d,But Jeff Zucker still thinks the conspiracy-pushing host is a newsworthy subject.,2017-06-15,"CNN chief Jeff Zucker said Alex Jones is a ""newsworthy"" subject. ",https://img.huffingtonpost.com/asset/5942d39215000021004e6922.jpeg?ops=scalefit_720_noupscale
56,MEDIA,CNN Chief Says NBC's Marketing Of Alex Jones Interview Was A 'Big Mistake',Michael Calderone,https://www.huffingtonpost.com/entry/jeff-zucker-nbc-alex-jones_us_5942d17ee4b0f15cd5b9e73d,But Jeff Zucker still thinks the conspiracy-pushing host is a newsworthy subject.,2017-06-15,Alisyn Camerota and Chris Cuomo say Alex Jones is worth covering if held to account.,https://img.huffingtonpost.com/asset/5942d1e615000021004e691a.jpeg?ops=scalefit_720_noupscale
57,MEDIA,CNN Chief Calls Politicians' Attacks On The Media 'Shameful' And 'Dangerous',Michael Calderone,https://www.huffingtonpost.com/entry/cnn-jeff-zucker-press-attacks_us_5942b65be4b06bb7d2718be8,"Anti-press rhetoric and threats are ""much more serious than I think anybody would realize,"" says Jeff Zucker.",2017-06-15,Michael Calderone,https://img.huffingtonpost.com/asset/5605b7221b00001900dfd969.jpeg?ops=100_100
58,MEDIA,CNN Chief Calls Politicians' Attacks On The Media 'Shameful' And 'Dangerous',Michael Calderone,https://www.huffingtonpost.com/entry/cnn-jeff-zucker-press-attacks_us_5942b65be4b06bb7d2718be8,"Anti-press rhetoric and threats are ""much more serious than I think anybody would realize,"" says Jeff Zucker.",2017-06-15,CNN chief Jeff Zucker said correspondents have faced heightened anti-press rhetoric.,https://img.huffingtonpost.com/asset/5942ba1f15000045004e688d.jpeg?ops=scalefit_720_noupscale
59,MEDIA,CNN Chief Calls Politicians' Attacks On The Media 'Shameful' And 'Dangerous',Michael Calderone,https://www.huffingtonpost.com/entry/cnn-jeff-zucker-press-attacks_us_5942b65be4b06bb7d2718be8,"Anti-press rhetoric and threats are ""much more serious than I think anybody would realize,"" says Jeff Zucker.",2017-06-15,,https://img.huffingtonpost.com/asset/62e2950422000085a34fa3d2.jpeg?cache=eWatMtE2aG&ops=210_120
60,ENTERTAINMENT,‘Bachelor In Paradise’ Star Claims His Character Is Being 'Assassinated',Cole Delbyck,https://www.huffingtonpost.com/entry/bachelor-in-paradise-star-claims-his-character-is-being-assassinated_us_59427919e4b0d31854874dce,"DeMario Jackson is speaking out about the ""allegations of misconduct.""",2017-06-15,Cole Delbyck,https://img.huffingtonpost.com/asset/5cc855a6240000090c524d4f.jpg?ops=100_100
61,ENTERTAINMENT,‘Bachelor In Paradise’ Star Claims His Character Is Being 'Assassinated',Cole Delbyck,https://www.huffingtonpost.com/entry/bachelor-in-paradise-star-claims-his-character-is-being-assassinated_us_59427919e4b0d31854874dce,"DeMario Jackson is speaking out about the ""allegations of misconduct.""",2017-06-15,,https://img.huffingtonpost.com/asset/62e18f2d22000085a34fa2b6.jpeg?cache=PGWUTziJe2&ops=210_120
62,ENTERTAINMENT,‘Bachelor In Paradise’ Star Claims His Character Is Being 'Assassinated',Cole Delbyck,https://www.huffingtonpost.com/entry/bachelor-in-paradise-star-claims-his-character-is-being-assassinated_us_59427919e4b0d31854874dce,"DeMario Jackson is speaking out about the ""allegations of misconduct.""",2017-06-15,,https://img.huffingtonpost.com/asset/62e2d091210000b3a35f10c0.png?cache=PqCZh0hEY1&ops=210_120
63,SPORTS,Blimp Crashes To The Ground At U.S. Open,Hilary Hanson,https://www.huffingtonpost.com/entry/blimp-crashes-us-open_us_593dbfa0e4b0c5a35ca09ad3,The only person on the aircraft suffered from serious burns.,2017-06-15,Hilary Hanson,https://img.huffingtonpost.com/asset/5c154e9924000053008c862c.png?ops=100_100
64,SPORTS,Blimp Crashes To The Ground At U.S. Open,Hilary Hanson,https://www.huffingtonpost.com/entry/blimp-crashes-us-open_us_593dbfa0e4b0c5a35ca09ad3,The only person on the aircraft suffered from serious burns.,2017-06-15,The blimp after the crash.,https://img.huffingtonpost.com/asset/5942e66a210000290033c6f3.jpeg?ops=scalefit_720_noupscale
65,SPORTS,Blimp Crashes To The Ground At U.S. Open,Hilary Hanson,https://www.huffingtonpost.com/entry/blimp-crashes-us-open_us_593dbfa0e4b0c5a35ca09ad3,The only person on the aircraft suffered from serious burns.,2017-06-15,Medical personnel transport the injured pilot.,https://img.huffingtonpost.com/asset/5942e694210000290033c6f4.jpeg?ops=scalefit_720_noupscale
