,category,headline,authors,link,short descr,date,image_caption(s),image_link(s)
19,POLITICS,Kellyanne Conway: 'I Was Stopped Many Times After 9/11' Though I Don't 'Resemble' Terrorists,Laura Bassett,https://www.huffingtonpost.com/entry/kellyanne-conway-airport-stop-immigration_us_588e1114e4b017637794f37f,"""It's a small price to pay,"" she said.",2017-01-29,,https://img.huffingtonpost.com/asset/62e73eb72700003400ba0367.jpeg?cache=iR9ubdPmMS&ops=210_120
20,POLITICS,Kellyanne Conway: 'I Was Stopped Many Times After 9/11' Though I Don't 'Resemble' Terrorists,Laura Bassett,https://www.huffingtonpost.com/entry/kellyanne-conway-airport-stop-immigration_us_588e1114e4b017637794f37f,"""It's a small price to pay,"" she said.",2017-01-29,,https://img.huffingtonpost.com/asset/62deec8d2200007ca34f9ff4.jpeg?cache=6LjMc8h9tD&ops=210_120
21,POLITICS,Kellyanne Conway: Reporters Who 'Talked Smack' About Trump Should Be Fired,Marina Fang,https://www.huffingtonpost.com/entry/kellyanne-conway-media_us_588e3df1e4b0b065cbbcaf48,The Trump administration continues its threats toward the media.,2017-01-29,Marina Fang,https://img.huffingtonpost.com/asset/5cd4e0072500005500a0c2af.jpeg?ops=100_100
22,POLITICS,Kellyanne Conway: Reporters Who 'Talked Smack' About Trump Should Be Fired,Marina Fang,https://www.huffingtonpost.com/entry/kellyanne-conway-media_us_588e3df1e4b0b065cbbcaf48,The Trump administration continues its threats toward the media.,2017-01-29,,https://img.huffingtonpost.com/asset/62e5fd782600003e00984a16.jpeg?cache=8PdgKN9nnC&ops=210_120
23,POLITICS,Kellyanne Conway: Reporters Who 'Talked Smack' About Trump Should Be Fired,Marina Fang,https://www.huffingtonpost.com/entry/kellyanne-conway-media_us_588e3df1e4b0b065cbbcaf48,The Trump administration continues its threats toward the media.,2017-01-29,,https://img.huffingtonpost.com/asset/62e8ad862700003500ba0492.jpeg?cache=b2Y1vEV6Jf&ops=210_120
24,ENTERTAINMENT,Here's How You Can Attend Carrie Fisher and Debbie Reynolds' Public Memorial Service,Cole Delbyck,https://www.huffingtonpost.com/entry/carrie-fisher-debbie-reynolds-public-memorial-service_us_588cecdde4b08a14f7e644d3,You do have to go to Los Angeles.,2017-01-29,Cole Delbyck,https://img.huffingtonpost.com/asset/5cc855a6240000090c524d4f.jpg?ops=100_100
25,ENTERTAINMENT,Here's How You Can Attend Carrie Fisher and Debbie Reynolds' Public Memorial Service,Cole Delbyck,https://www.huffingtonpost.com/entry/carrie-fisher-debbie-reynolds-public-memorial-service_us_588cecdde4b08a14f7e644d3,You do have to go to Los Angeles.,2017-01-29,,https://img.huffingtonpost.com/asset/62e6a4df2700003400ba0348.jpeg?cache=2Ih5be44wJ&ops=210_120
26,ENTERTAINMENT,Here's How You Can Attend Carrie Fisher and Debbie Reynolds' Public Memorial Service,Cole Delbyck,https://www.huffingtonpost.com/entry/carrie-fisher-debbie-reynolds-public-memorial-service_us_588cecdde4b08a14f7e644d3,You do have to go to Los Angeles.,2017-01-29,,https://img.huffingtonpost.com/asset/62e0a15e2200006c914fa19f.jpg?cache=MIqoqWK7Yo&ops=210_120
27,ENTERTAINMENT,Rihanna 'Disgusted' By Donald Trump's Attempt To Block Muslims From Entering U.S.,Julia Brucculieri,https://www.huffingtonpost.com/entry/rihanna-trump-immoral-pig_us_588e23b0e4b08a14f7e698f3,"""What an immoral pig you have to be to implement such BS!!""",2017-01-29,Julia Brucculieri,https://img.huffingtonpost.com/asset/5c812dfe2400009c04a2c59f.png?ops=100_100
28,ENTERTAINMENT,Rihanna 'Disgusted' By Donald Trump's Attempt To Block Muslims From Entering U.S.,Julia Brucculieri,https://www.huffingtonpost.com/entry/rihanna-trump-immoral-pig_us_588e23b0e4b08a14f7e698f3,"""What an immoral pig you have to be to implement such BS!!""",2017-01-29,"Rihanna said she was ""disgusted"" by Trump's attempt to ban refugees from entering America.",https://img.huffingtonpost.com/asset/588e32af1700002f001d0ffa.jpeg?cache=aATIqqIpcc&ops=scalefit_720_noupscale
29,ENTERTAINMENT,Rihanna 'Disgusted' By Donald Trump's Attempt To Block Muslims From Entering U.S.,Julia Brucculieri,https://www.huffingtonpost.com/entry/rihanna-trump-immoral-pig_us_588e23b0e4b08a14f7e698f3,"""What an immoral pig you have to be to implement such BS!!""",2017-01-29,,https://img.huffingtonpost.com/asset/62e2d091210000b3a35f10c0.png?cache=PqCZh0hEY1&ops=210_120
30,POLITICS,Airbnb Offers Free Housing To Immigrants And Refugees Affected By Trump's Ban,Nina Golgowski,https://www.huffingtonpost.com/entry/airbnb-trump-muslim-refugee-ban_us_588e26fce4b01763779503d8,"The house-sharing site joined companies like Google, Facebook and Lyft in condemning the president's actions.",2017-01-29,Nina Golgowski,https://img.huffingtonpost.com/asset/5c16cd41220000be01deb834.jpg?ops=100_100
31,POLITICS,Airbnb Offers Free Housing To Immigrants And Refugees Affected By Trump's Ban,Nina Golgowski,https://www.huffingtonpost.com/entry/airbnb-trump-muslim-refugee-ban_us_588e26fce4b01763779503d8,"The house-sharing site joined companies like Google, Facebook and Lyft in condemning the president's actions.",2017-01-29,,https://img.huffingtonpost.com/asset/62e9b5af250000640082c6e3.jpeg?cache=034IS5t2Wi&ops=210_120
32,POLITICS,Airbnb Offers Free Housing To Immigrants And Refugees Affected By Trump's Ban,Nina Golgowski,https://www.huffingtonpost.com/entry/airbnb-trump-muslim-refugee-ban_us_588e26fce4b01763779503d8,"The house-sharing site joined companies like Google, Facebook and Lyft in condemning the president's actions.",2017-01-29,,https://img.huffingtonpost.com/asset/62e54b402600003600984a0d.jpeg?cache=wvXPkzhjvt&ops=210_120
33,POLITICS,Protests Erupt At Airports After Trump's Executive Order Limiting Muslim Entry Into U.S.,Mary Papenfuss,https://www.huffingtonpost.com/entry/protests-airpors-trump-order-muslims_us_588d401be4b0b065cbbc6906,"Mollie Reilly reported from San Francisco, Kim Bellware in Chicago, Daniel Marans and Ben Walsh from D.C., and Omar Kasrawi",2017-01-29,Mary Papenfuss,https://img.huffingtonpost.com/asset/5c53f909360000000b68109e.jpg?ops=100_100
34,POLITICS,Protests Erupt At Airports After Trump's Executive Order Limiting Muslim Entry Into U.S.,Mary Papenfuss,https://www.huffingtonpost.com/entry/protests-airpors-trump-order-muslims_us_588d401be4b0b065cbbc6906,"Mollie Reilly reported from San Francisco, Kim Bellware in Chicago, Daniel Marans and Ben Walsh from D.C., and Omar Kasrawi",2017-01-29,,https://img.huffingtonpost.com/asset/62e93ea42700005d005a278b.jpeg?ops=210_120
35,POLITICS,Protests Erupt At Airports After Trump's Executive Order Limiting Muslim Entry Into U.S.,Mary Papenfuss,https://www.huffingtonpost.com/entry/protests-airpors-trump-order-muslims_us_588d401be4b0b065cbbc6906,"Mollie Reilly reported from San Francisco, Kim Bellware in Chicago, Daniel Marans and Ben Walsh from D.C., and Omar Kasrawi",2017-01-29,,https://img.huffingtonpost.com/asset/62e7f1552700008509ba0402.jpeg?ops=210_120
36,POLITICS,Trump’s Anti-Muslim Ban Could Apply To People Who've Never Been To The 7 Countries It Targets,Roque Planas,https://www.huffingtonpost.com/entry/trumps-muslim-ban-nationals-citizens-countries_us_588e04d1e4b017637794ef1c,It's way more extensive than he wants you to think.,2017-01-29,Roque Planas,https://img.huffingtonpost.com/asset/5c194e0c2600003d0584f6ed.jpg?ops=100_100
37,POLITICS,Trump’s Anti-Muslim Ban Could Apply To People Who've Never Been To The 7 Countries It Targets,Roque Planas,https://www.huffingtonpost.com/entry/trumps-muslim-ban-nationals-citizens-countries_us_588e04d1e4b017637794ef1c,It's way more extensive than he wants you to think.,2017-01-29,,https://img.huffingtonpost.com/asset/62e890982500003d00333ade.jpeg?cache=IbxOCPk03i&ops=210_120
38,POLITICS,Trump’s Anti-Muslim Ban Could Apply To People Who've Never Been To The 7 Countries It Targets,Roque Planas,https://www.huffingtonpost.com/entry/trumps-muslim-ban-nationals-citizens-countries_us_588e04d1e4b017637794ef1c,It's way more extensive than he wants you to think.,2017-01-29,,https://img.huffingtonpost.com/asset/62e5de192400003c00d584e6.jpeg?ops=210_120
39,POLITICS,People Are Deleting Uber For Undermining Strike Against Muslim Ban,Lydia O'Connor,https://www.huffingtonpost.com/entry/delete-uber-protest_us_588e1825e4b017637794f937,"The company's apology is ""too little too late,"" one customer tweeted.",2017-01-29,Lydia O'Connor,https://img.huffingtonpost.com/asset/61733bec2100000f3d6fd958.jpg?ops=100_100
40,POLITICS,People Are Deleting Uber For Undermining Strike Against Muslim Ban,Lydia O'Connor,https://www.huffingtonpost.com/entry/delete-uber-protest_us_588e1825e4b017637794f937,"The company's apology is ""too little too late,"" one customer tweeted.",2017-01-29,,https://img.huffingtonpost.com/asset/62e890982500003d00333ade.jpeg?cache=IbxOCPk03i&ops=210_120
41,POLITICS,People Are Deleting Uber For Undermining Strike Against Muslim Ban,Lydia O'Connor,https://www.huffingtonpost.com/entry/delete-uber-protest_us_588e1825e4b017637794f937,"The company's apology is ""too little too late,"" one customer tweeted.",2017-01-29,,https://img.huffingtonpost.com/asset/62e97db62600005c00d412ff.jpeg?ops=210_120
42,BLACK VOICES,Filmmaker Ava DuVernay’s Oscar-Nominated Documentary '13th'  Is A Wake-up Call,"Sandra Matthews-Sims, ContributorSandra Sims is a Los Angeles based journalist specializing in ...",https://www.huffingtonpost.com/entry/filmmaker-ava-duvernays-oscar-nominated-documentary_us_588e73a6e4b06364bb1e2738,"Filmmaker Ava DuVernay, best known for the critically-acclaimed film “Selma” about the equal voting rights movement led by",2017-01-29,Sandra Matthews-Sims,https://img.huffingtonpost.com/asset/57ff98401700002816acbb19.jpg?ops=100_100
43,BLACK VOICES,Filmmaker Ava DuVernay’s Oscar-Nominated Documentary '13th'  Is A Wake-up Call,"Sandra Matthews-Sims, ContributorSandra Sims is a Los Angeles based journalist specializing in ...",https://www.huffingtonpost.com/entry/filmmaker-ava-duvernays-oscar-nominated-documentary_us_588e73a6e4b06364bb1e2738,"Filmmaker Ava DuVernay, best known for the critically-acclaimed film “Selma” about the equal voting rights movement led by",2017-01-29,"<p>""13th"" Screening and Panel Discussion at Nate Holden Performing Arts Center, Los Angeles, CA </p>",https://img.huffingtonpost.com/asset/588e73db1b0000180004d149.jpg?ops=scalefit_720_noupscale
44,BLACK VOICES,Filmmaker Ava DuVernay’s Oscar-Nominated Documentary '13th'  Is A Wake-up Call,"Sandra Matthews-Sims, ContributorSandra Sims is a Los Angeles based journalist specializing in ...",https://www.huffingtonpost.com/entry/filmmaker-ava-duvernays-oscar-nominated-documentary_us_588e73a6e4b06364bb1e2738,"Filmmaker Ava DuVernay, best known for the critically-acclaimed film “Selma” about the equal voting rights movement led by",2017-01-29,,https://img.huffingtonpost.com/asset/62e13be92500007faf331390.jpeg?cache=caouWNdmGc&ops=210_120
45,POLITICS,The Alt-Right Movement Is Not Right,"Fabrizio Moreira, ContributorPolitician, Entrepreneur, Talent Manager, Public Relations Spe...",https://www.huffingtonpost.com/entry/the-alt-right-movement-is-not-right_us_5889f6e2e4b0628ad613de87,We can only hope America doesn’t follow in the footsteps of many other once great nations.,2017-01-29,Fabrizio Moreira,https://img.huffingtonpost.com/asset/59b5bd091700002300f5235e.jpg?ops=100_100
46,POLITICS,The Alt-Right Movement Is Not Right,"Fabrizio Moreira, ContributorPolitician, Entrepreneur, Talent Manager, Public Relations Spe...",https://www.huffingtonpost.com/entry/the-alt-right-movement-is-not-right_us_5889f6e2e4b0628ad613de87,We can only hope America doesn’t follow in the footsteps of many other once great nations.,2017-01-29,"<p>Alt-right by definition includes many things that <a href=""https://www.huffpost.com/news/topic/donald-trump"">Donald Trump</a> said during his campaign, much of the policies that the alt-right movement embraces could be described as extreme populist nationalism </p>",https://img.huffingtonpost.com/asset/5889f7781c00007304d9461d.jpg?ops=scalefit_720_noupscale
47,POLITICS,The Alt-Right Movement Is Not Right,"Fabrizio Moreira, ContributorPolitician, Entrepreneur, Talent Manager, Public Relations Spe...",https://www.huffingtonpost.com/entry/the-alt-right-movement-is-not-right_us_5889f6e2e4b0628ad613de87,We can only hope America doesn’t follow in the footsteps of many other once great nations.,2017-01-29,,https://img.huffingtonpost.com/asset/62e947012500006600bf0bb0.jpeg?cache=s5kGmgiw3v&ops=210_120
48,EDUCATION,I Am A Public School Teacher. Give Me All The Refugees You’ve Got!,"Steven Singer, ContributorHusband, father, teacher, education advocate",https://www.huffingtonpost.com/entry/i-am-a-public-school-teacher-give-me-all-the-refugees_us_588d447ee4b0de286b25741c,It should be considered an honor for American schools to provide shelter to the world's downtrodden youth.,2017-01-29,Steven Singer,https://img.huffingtonpost.com/asset/5881596b1700001700fdfa61.png?ops=100_100
49,EDUCATION,I Am A Public School Teacher. Give Me All The Refugees You’ve Got!,"Steven Singer, ContributorHusband, father, teacher, education advocate",https://www.huffingtonpost.com/entry/i-am-a-public-school-teacher-give-me-all-the-refugees_us_588d447ee4b0de286b25741c,It should be considered an honor for American schools to provide shelter to the world's downtrodden youth.,2017-01-29,,https://img.huffingtonpost.com/asset/588d44c21700001a002d9077.jpg?ops=scalefit_720_noupscale
50,EDUCATION,I Am A Public School Teacher. Give Me All The Refugees You’ve Got!,"Steven Singer, ContributorHusband, father, teacher, education advocate",https://www.huffingtonpost.com/entry/i-am-a-public-school-teacher-give-me-all-the-refugees_us_588d447ee4b0de286b25741c,It should be considered an honor for American schools to provide shelter to the world's downtrodden youth.,2017-01-29,,https://img.huffingtonpost.com/asset/62e347312700003d00ba016d.jpeg?cache=uXU5o41VXK&ops=210_120
51,THE WORLDPOST,Creating A Comic Book In One Of The Worst Countries In The World To Be A Child,"Marc Ellison, ContributorPhotojournalist",https://www.huffingtonpost.com/entry/creating-a-comic-book-in-one-of-the-worst-countries_us_588ba2e2e4b0de286b2572f7,The Central African Republic (CAR) is one of the worst countries in the world to be a child. Sitting second only to Niger,2017-01-29,Marc Ellison,https://img.huffingtonpost.com/asset/588b708817000019002d8d63.jpg?ops=100_100
52,THE WORLDPOST,Creating A Comic Book In One Of The Worst Countries In The World To Be A Child,"Marc Ellison, ContributorPhotojournalist",https://www.huffingtonpost.com/entry/creating-a-comic-book-in-one-of-the-worst-countries_us_588ba2e2e4b0de286b2572f7,The Central African Republic (CAR) is one of the worst countries in the world to be a child. Sitting second only to Niger,2017-01-29,"<p>Kids, rescued from the streets of Bangui, watch a Nigerian soap opera in their dorm room.</p>",https://img.huffingtonpost.com/asset/588dbd1f17000023001d0f63.jpg?ops=crop_0_0_5184_3456%2Cscalefit_720_noupscale
53,THE WORLDPOST,Creating A Comic Book In One Of The Worst Countries In The World To Be A Child,"Marc Ellison, ContributorPhotojournalist",https://www.huffingtonpost.com/entry/creating-a-comic-book-in-one-of-the-worst-countries_us_588ba2e2e4b0de286b2572f7,The Central African Republic (CAR) is one of the worst countries in the world to be a child. Sitting second only to Niger,2017-01-29,<p>Scene from the ‘Safe House’ graphic novel showing Tanzanian girls fleeing their families who want them to undergo female genital mutilation.</p>,https://img.huffingtonpost.com/asset/588dbdc21b0000240004d03d.jpg?ops=crop_0_0_5184_3456%2Cscalefit_720_noupscale
54,POLITICS,10 Concrete Ways To Take Action Against The Muslim Ban,"Erin Schrode, ContributorCitizen Activist and Co-Founder, Turning Green",https://www.huffingtonpost.com/entry/10-concrete-ways-to-take-action-against-the-muslim-ban_us_588e205ce4b017637794fdcf,Do not allow yourself to become desensitized or fatigued.,2017-01-29,Erin Schrode,https://img.huffingtonpost.com/asset/5835b6c11700001900e7c0ed.jpg?ops=100_100
55,POLITICS,10 Concrete Ways To Take Action Against The Muslim Ban,"Erin Schrode, ContributorCitizen Activist and Co-Founder, Turning Green",https://www.huffingtonpost.com/entry/10-concrete-ways-to-take-action-against-the-muslim-ban_us_588e205ce4b017637794fdcf,Do not allow yourself to become desensitized or fatigued.,2017-01-29,,https://img.huffingtonpost.com/asset/588e221e17000026002d9149.jpeg?ops=scalefit_720_noupscale
56,POLITICS,10 Concrete Ways To Take Action Against The Muslim Ban,"Erin Schrode, ContributorCitizen Activist and Co-Founder, Turning Green",https://www.huffingtonpost.com/entry/10-concrete-ways-to-take-action-against-the-muslim-ban_us_588e205ce4b017637794fdcf,Do not allow yourself to become desensitized or fatigued.,2017-01-29,,https://img.huffingtonpost.com/asset/62e24ea7250000dfb047727a.jpeg?cache=wjpX9eDoaQ&ops=210_120
57,POLITICS,Dear America: Do You Feel Safer Today?,"Dr. Burak Alsan, ContributorPhysician and Activated Citizen",https://www.huffingtonpost.com/entry/dear-america-do-you-feel-safer-today_us_588e3ac5e4b06364bb1e26fb,Could you feel it in the air you breathe how much more secure America was after the last 48 hours?,2017-01-29,Dr. Burak Alsan,https://img.huffingtonpost.com/asset/58878e091200001700ad976f.jpg?ops=100_100
58,POLITICS,Dear America: Do You Feel Safer Today?,"Dr. Burak Alsan, ContributorPhysician and Activated Citizen",https://www.huffingtonpost.com/entry/dear-america-do-you-feel-safer-today_us_588e3ac5e4b06364bb1e26fb,Could you feel it in the air you breathe how much more secure America was after the last 48 hours?,2017-01-29,,https://img.huffingtonpost.com/asset/588e3b431b00001b0004d0cb.jpg?ops=scalefit_720_noupscale
59,POLITICS,Dear America: Do You Feel Safer Today?,"Dr. Burak Alsan, ContributorPhysician and Activated Citizen",https://www.huffingtonpost.com/entry/dear-america-do-you-feel-safer-today_us_588e3ac5e4b06364bb1e26fb,Could you feel it in the air you breathe how much more secure America was after the last 48 hours?,2017-01-29,,https://img.huffingtonpost.com/asset/62e24ea7250000dfb047727a.jpeg?cache=wjpX9eDoaQ&ops=210_120
60,POLITICS,Trump's Muslim Visa Ban Galvanizes Protests,"Brian Dooley, ContributorSenior Advisor, Human Rights First",https://www.huffingtonpost.com/entry/trumps-muslim-visa-ban-galvanizes-protests_us_588e5b9ae4b06364bb1e271c,This has triggered a spontaneous reaction to protect human rights.,2017-01-29,Brian Dooley,https://img.huffingtonpost.com/asset/585d5d1b1a00001b00b9e292.png?ops=100_100
61,POLITICS,Trump's Muslim Visa Ban Galvanizes Protests,"Brian Dooley, ContributorSenior Advisor, Human Rights First",https://www.huffingtonpost.com/entry/trumps-muslim-visa-ban-galvanizes-protests_us_588e5b9ae4b06364bb1e271c,This has triggered a spontaneous reaction to protect human rights.,2017-01-29,<p>Thousands rally against president Trump’s Executive Order on visa bans from seven predominantly Muslim countries. This in Washington DC today. </p>,https://img.huffingtonpost.com/asset/588e639b17000018002d91be.jpg?ops=crop_0_80_1600_1120%2Cscalefit_720_noupscale
62,POLITICS,Trump's Muslim Visa Ban Galvanizes Protests,"Brian Dooley, ContributorSenior Advisor, Human Rights First",https://www.huffingtonpost.com/entry/trumps-muslim-visa-ban-galvanizes-protests_us_588e5b9ae4b06364bb1e271c,This has triggered a spontaneous reaction to protect human rights.,2017-01-29,,https://img.huffingtonpost.com/asset/588e649a17000024002d91c5.jpg?ops=crop_0_21_240_290%2Cscalefit_720_noupscale
63,WOMEN,There Is Still Work Ahead For Workplace Equity,"Linda A. Seabrook, ContributorGeneral Counsel, Futures Without Violence",https://www.huffingtonpost.com/entry/there-is-still-work-ahead-for-workplace-equity_us_588cc84fe4b0b065cbbc3303,"Eight years ago today, landmark legislation was enacted in the name of women’s equality activist Lilly Ledbetter to advance",2017-01-29,Linda A. Seabrook,https://img.huffingtonpost.com/asset/588cc82917000019002d8fd3.jpg?ops=100_100
64,WOMEN,There Is Still Work Ahead For Workplace Equity,"Linda A. Seabrook, ContributorGeneral Counsel, Futures Without Violence",https://www.huffingtonpost.com/entry/there-is-still-work-ahead-for-workplace-equity_us_588cc84fe4b0b065cbbc3303,"Eight years ago today, landmark legislation was enacted in the name of women’s equality activist Lilly Ledbetter to advance",2017-01-29,"U.S. President Barack Obama signs the Lilly Ledbetter Fair Pay Act with Lilly Ledbetter of Alabama at his side in the East Room of the White House in Washington, January 29, 2009.",https://img.huffingtonpost.com/asset/588cc9ed17000025002d8fd5.jpeg?ops=scalefit_720_noupscale
