,category,headline,authors,link,short descr,date,image_caption(s),image_link(s)
55,THE WORLDPOST,EU And Canada Sign Free Trade Deal But The Battle Isn't Over Yet,,https://www.huffingtonpost.com/entry/eu-canada-trade-deal_us_5816079ae4b0390e69d0c7b4,The contentious deal still faces hurdles.,2016-10-30,,https://img.huffingtonpost.com/asset/581607d1190000a502c2fd84.jpeg?ops=scalefit_720_noupscale
56,THE WORLDPOST,EU And Canada Sign Free Trade Deal But The Battle Isn't Over Yet,,https://www.huffingtonpost.com/entry/eu-canada-trade-deal_us_5816079ae4b0390e69d0c7b4,The contentious deal still faces hurdles.,2016-10-30,,https://img.huffingtonpost.com/asset/62ead4be2400003400e151a7.jpeg?cache=Sw47ZOsG3m&ops=210_120
57,THE WORLDPOST,Saudi-Led Raid Kills At Least 60 At Security Site And Prison In Yemen,,https://www.huffingtonpost.com/entry/yemen-saudi-raid_us_5816113ee4b064e1b4b30bc4,Rights groups have said that some of the raids in Yemen's conflict may amount to war crimes.,2016-10-30,Reuters logo,https://cambria.assets.huffpost.com/images/partners/reuters.hash-80f2d07a2f31891e1501eaeb38dfb3b9.png
58,THE WORLDPOST,Saudi-Led Raid Kills At Least 60 At Security Site And Prison In Yemen,,https://www.huffingtonpost.com/entry/yemen-saudi-raid_us_5816113ee4b064e1b4b30bc4,Rights groups have said that some of the raids in Yemen's conflict may amount to war crimes.,2016-10-30,"A view of a prison struck by Arab coalition warplanes in al-Zaydiyah district of the Red Sea port city of Hodeidah, Yemen October 30, 2016.",https://img.huffingtonpost.com/asset/58161175150000b700530a58.jpeg?ops=scalefit_720_noupscale
59,THE WORLDPOST,Saudi-Led Raid Kills At Least 60 At Security Site And Prison In Yemen,,https://www.huffingtonpost.com/entry/yemen-saudi-raid_us_5816113ee4b064e1b4b30bc4,Rights groups have said that some of the raids in Yemen's conflict may amount to war crimes.,2016-10-30,,https://img.huffingtonpost.com/asset/62ead4be2400003400e151a7.jpeg?cache=Sw47ZOsG3m&ops=210_120
60,THE WORLDPOST,Venezuela's President Maduro To Meet Opposition As Crisis Grows,,https://www.huffingtonpost.com/entry/maduro-venezuela-crisis_us_58162aa6e4b0990edc31cd9b,Protests have stepped up as the country is in a harsh recession.,2016-10-30,Reuters logo,https://cambria.assets.huffpost.com/images/partners/reuters.hash-80f2d07a2f31891e1501eaeb38dfb3b9.png
61,THE WORLDPOST,Venezuela's President Maduro To Meet Opposition As Crisis Grows,,https://www.huffingtonpost.com/entry/maduro-venezuela-crisis_us_58162aa6e4b0990edc31cd9b,Protests have stepped up as the country is in a harsh recession.,2016-10-30,"Venezuela's President Nicolas Maduro speaks during a pro-government rally in Caracas, Venezuela October 28, 2016.",https://img.huffingtonpost.com/asset/58162b1f170000c3045ba9fe.jpeg?ops=scalefit_720_noupscale
62,THE WORLDPOST,Venezuela's President Maduro To Meet Opposition As Crisis Grows,,https://www.huffingtonpost.com/entry/maduro-venezuela-crisis_us_58162aa6e4b0990edc31cd9b,Protests have stepped up as the country is in a harsh recession.,2016-10-30,"Demonstrators clash with members of Venezuelan National Guard during a rally demanding a referendum to remove Venezuela's President Nicolas Maduro, in San Cristobal, Venezuela October 26, 2016",https://img.huffingtonpost.com/asset/58162b3b170000b3045ba9ff.jpeg?ops=scalefit_720_noupscale
63,THE WORLDPOST,Icelanders Vote For Stability As Pirate Party Falls Short,,https://www.huffingtonpost.com/entry/pirate-party-iceland-election_us_5815ff94e4b0990edc31bf99,The anti-establishment activist party came third in Iceland's elections.,2016-10-30,Reuters logo,https://cambria.assets.huffpost.com/images/partners/reuters.hash-80f2d07a2f31891e1501eaeb38dfb3b9.png
64,THE WORLDPOST,Icelanders Vote For Stability As Pirate Party Falls Short,,https://www.huffingtonpost.com/entry/pirate-party-iceland-election_us_5815ff94e4b0990edc31bf99,The anti-establishment activist party came third in Iceland's elections.,2016-10-30,"Birgitta Jonsdottir of the Pirate Party is seen alongisde party members after parliamentary elections in Iceland, October 29, 2016.",https://img.huffingtonpost.com/asset/581601a2150000d804530a44.jpeg?ops=scalefit_720_noupscale
65,THE WORLDPOST,Icelanders Vote For Stability As Pirate Party Falls Short,,https://www.huffingtonpost.com/entry/pirate-party-iceland-election_us_5815ff94e4b0990edc31bf99,The anti-establishment activist party came third in Iceland's elections.,2016-10-30,,https://img.huffingtonpost.com/asset/62ead4be2400003400e151a7.jpeg?cache=Sw47ZOsG3m&ops=210_120
66,THE WORLDPOST,"Turkey Shuts Media Outlets, Fires 10,000 Civil Servants Over Coup Attempt","Humeyra Pamuk, Reuters",https://www.huffingtonpost.com/entry/turkey-shuts-media-outlets-fires-10000-civil-servants-over-coup-attempt_us_5815fba5e4b064e1b4b3041f,"More than 100,000 people have been sacked or suspended, and 37,000 arrested.",2016-10-30,Reuters logo,https://cambria.assets.huffpost.com/images/partners/reuters.hash-80f2d07a2f31891e1501eaeb38dfb3b9.png
67,THE WORLDPOST,"Turkey Shuts Media Outlets, Fires 10,000 Civil Servants Over Coup Attempt","Humeyra Pamuk, Reuters",https://www.huffingtonpost.com/entry/turkey-shuts-media-outlets-fires-10000-civil-servants-over-coup-attempt_us_5815fba5e4b064e1b4b3041f,"More than 100,000 people have been sacked or suspended, and 37,000 arrested.",2016-10-30,,https://img.huffingtonpost.com/asset/5815fc58170000c3045ba9cd.jpeg?ops=scalefit_720_noupscale
68,THE WORLDPOST,"Turkey Shuts Media Outlets, Fires 10,000 Civil Servants Over Coup Attempt","Humeyra Pamuk, Reuters",https://www.huffingtonpost.com/entry/turkey-shuts-media-outlets-fires-10000-civil-servants-over-coup-attempt_us_5815fba5e4b064e1b4b3041f,"More than 100,000 people have been sacked or suspended, and 37,000 arrested.",2016-10-30,,https://img.huffingtonpost.com/asset/62e9b5af250000640082c6e3.jpeg?cache=034IS5t2Wi&ops=210_120
69,POLITICS,"I Paid A Bribe, Former Unaoil Employee Told FBI",Jessica Schulberg and Christine Conetta,https://www.huffingtonpost.com/entry/unaoil-employee-admits-bribery_us_5813d11ae4b064e1b4b2a940,"The inside story of a global bribery scandal, from one remorseful player.",2016-10-30,"Unaoil wanted to capitalize on Lindsey Mitchell's close relations with officials at Waha, a subsidiary of Libya's National Oil Corporation.",https://img.huffingtonpost.com/asset/5813fa7c170000aa025ba7f0.jpeg?ops=scalefit_1280_noupscale
