,category,headline,authors,link,short descr,date,image_caption(s),image_link(s)
12,WOMEN,Trump Confuses Two Female Finnish Journalists During Press Conference,Emma Gray,https://www.huffingtonpost.com/entry/trump-confuses-finnish-journalists_us_59a487dee4b041393a1ffa6f,The Finnish president had to explain that they were in fact two different women.,2017-08-28,Emma Gray,https://img.huffingtonpost.com/asset/5cacf4f424000030074f66b5.jpg?ops=100_100
13,WOMEN,Trump Confuses Two Female Finnish Journalists During Press Conference,Emma Gray,https://www.huffingtonpost.com/entry/trump-confuses-finnish-journalists_us_59a487dee4b041393a1ffa6f,The Finnish president had to explain that they were in fact two different women.,2017-08-28,,https://img.huffingtonpost.com/asset/62e965f52600005d00d412e3.jpeg?cache=hLlu0U2zTB&ops=210_120
14,WOMEN,Trump Confuses Two Female Finnish Journalists During Press Conference,Emma Gray,https://www.huffingtonpost.com/entry/trump-confuses-finnish-journalists_us_59a487dee4b041393a1ffa6f,The Finnish president had to explain that they were in fact two different women.,2017-08-28,,https://img.huffingtonpost.com/asset/62e4906a2400003c00d58453.jpeg?cache=x9T3bdbdgH&ops=210_120
15,ENTERTAINMENT,Davos Actor Will Provide Comic Relief On 'Game Of Thrones' As Long As He Can,Sara Boboltz,https://www.huffingtonpost.com/entry/davos-actor-will-provide-comic-relief-on-game-of-thrones-as-long-as-he-can_us_59a455fce4b0821444c504d6,"In the ""lull before the storm,"" there's still room for some laughs.",2017-08-28,Sara Boboltz,https://img.huffingtonpost.com/asset/5bfe09312400001e005838fc.png?ops=100_100
16,ENTERTAINMENT,Davos Actor Will Provide Comic Relief On 'Game Of Thrones' As Long As He Can,Sara Boboltz,https://www.huffingtonpost.com/entry/davos-actor-will-provide-comic-relief-on-game-of-thrones-as-long-as-he-can_us_59a455fce4b0821444c504d6,"In the ""lull before the storm,"" there's still room for some laughs.",2017-08-28,,https://img.huffingtonpost.com/asset/59a4770a1e00003c00a7491e.jpeg?ops=scalefit_720_noupscale
17,ENTERTAINMENT,Davos Actor Will Provide Comic Relief On 'Game Of Thrones' As Long As He Can,Sara Boboltz,https://www.huffingtonpost.com/entry/davos-actor-will-provide-comic-relief-on-game-of-thrones-as-long-as-he-can_us_59a455fce4b0821444c504d6,"In the ""lull before the storm,"" there's still room for some laughs.",2017-08-28,,https://img.huffingtonpost.com/asset/62e28cc12500007faf331514.jpeg?cache=l1CQFndBGP&ops=210_120
18,ENTERTAINMENT,Taylor Swifts Of Past And Present Collide In 'Look What You Made Me Do' Music Video,Cole Delbyck,https://www.huffingtonpost.com/entry/taylor-swift-look-what-you-made-me-do-video_us_59a067f2e4b05710aa5c0a3a,"Queen of petty, snakes and music videos.",2017-08-28,Cole Delbyck,https://img.huffingtonpost.com/asset/5cc855a6240000090c524d4f.jpg?ops=100_100
19,ENTERTAINMENT,Taylor Swifts Of Past And Present Collide In 'Look What You Made Me Do' Music Video,Cole Delbyck,https://www.huffingtonpost.com/entry/taylor-swift-look-what-you-made-me-do-video_us_59a067f2e4b05710aa5c0a3a,"Queen of petty, snakes and music videos.",2017-08-28,,https://img.huffingtonpost.com/asset/62e2d091210000b3a35f10c0.png?cache=PqCZh0hEY1&ops=210_120
20,ENTERTAINMENT,Taylor Swifts Of Past And Present Collide In 'Look What You Made Me Do' Music Video,Cole Delbyck,https://www.huffingtonpost.com/entry/taylor-swift-look-what-you-made-me-do-video_us_59a067f2e4b05710aa5c0a3a,"Queen of petty, snakes and music videos.",2017-08-28,,https://img.huffingtonpost.com/asset/62e17960220000e9944fa2a7.jpeg?ops=210_120
21,PARENTS,The Real Reason I Had A Drug-Free Birth? I'm Cheap,"Mommy Nearest, ContributorThe only parenting resource you need",https://www.huffingtonpost.com/entry/the-real-reason-i-had-a-drug-free-birth-im-cheap_us_59a48422e4b03c5da162aed8,"The average birth in the U.S. costs $3,500, but adding in prenatal and postpartum care it's more like $8,802.",2017-08-28,,https://img.huffingtonpost.com/asset/59a488681e00002c00a74970.jpg?ops=scalefit_720_noupscale
22,PARENTS,The Real Reason I Had A Drug-Free Birth? I'm Cheap,"Mommy Nearest, ContributorThe only parenting resource you need",https://www.huffingtonpost.com/entry/the-real-reason-i-had-a-drug-free-birth-im-cheap_us_59a48422e4b03c5da162aed8,"The average birth in the U.S. costs $3,500, but adding in prenatal and postpartum care it's more like $8,802.",2017-08-28,,https://img.huffingtonpost.com/asset/62e3fd742500003d003338f0.jpeg?ops=210_120
23,PARENTS,The Real Reason I Had A Drug-Free Birth? I'm Cheap,"Mommy Nearest, ContributorThe only parenting resource you need",https://www.huffingtonpost.com/entry/the-real-reason-i-had-a-drug-free-birth-im-cheap_us_59a48422e4b03c5da162aed8,"The average birth in the U.S. costs $3,500, but adding in prenatal and postpartum care it's more like $8,802.",2017-08-28,,https://img.huffingtonpost.com/asset/62dea08c250000b0af3310e5.png?cache=4rnIWcXxga&ops=210_120
24,POLITICS,"Way Back Pre-Trump, Republicans Actually Wanted To Do Better With Minorities",S.V. Date,https://www.huffingtonpost.com/entry/trump-republican-party-minorities_us_59a0a7c7e4b06d67e337af62,The president’s courting of disaffected white voters could be painting his party into a demographic corner.,2017-08-28,S.V. Date,https://img.huffingtonpost.com/asset/5f543ec2240000f409921c3e.jpg?ops=100_100
25,POLITICS,"Way Back Pre-Trump, Republicans Actually Wanted To Do Better With Minorities",S.V. Date,https://www.huffingtonpost.com/entry/trump-republican-party-minorities_us_59a0a7c7e4b06d67e337af62,The president’s courting of disaffected white voters could be painting his party into a demographic corner.,2017-08-28,"President Donald Trump hinted to supporters in Phoenix on Tuesday that he was about to pardon Joe Arpaio, the former local sheriff who was convicted for defying a court order in involving racial profiling of immigrants.",https://img.huffingtonpost.com/asset/59a0a8911e00003c00c5f5d9.jpeg?ops=scalefit_720_noupscale
26,POLITICS,"Way Back Pre-Trump, Republicans Actually Wanted To Do Better With Minorities",S.V. Date,https://www.huffingtonpost.com/entry/trump-republican-party-minorities_us_59a0a7c7e4b06d67e337af62,The president’s courting of disaffected white voters could be painting his party into a demographic corner.,2017-08-28,"Vice presidential candidate Sarah Palin, with Sen. John McCain at a presidential campaign rally in Arizona in 2010, regularly attacked Barack Obama as somehow un-American.",https://img.huffingtonpost.com/asset/59a0e6071e00002800a74405.jpeg?ops=scalefit_720_noupscale
27,STYLE,Someone Named Chanel West Coast Looked Just Like Fergie At The VMAs,Jamie Feldman,https://www.huffingtonpost.com/entry/chanel-west-coast-fergie-vmas_us_59a41cb3e4b0821444c49e9e,G-L-A-M-O-R-O-U-S.,2017-08-28,NOT FERGIE.,https://img.huffingtonpost.com/asset/59a41d4a24000036004ba0b6.jpeg?cache=M3kpS2TXux&ops=scalefit_720_noupscale
28,STYLE,Someone Named Chanel West Coast Looked Just Like Fergie At The VMAs,Jamie Feldman,https://www.huffingtonpost.com/entry/chanel-west-coast-fergie-vmas_us_59a41cb3e4b0821444c49e9e,G-L-A-M-O-R-O-U-S.,2017-08-28,Great look.,https://img.huffingtonpost.com/asset/59a4264c24000032004ba0cf.jpeg?ops=scalefit_720_noupscale
29,STYLE,Someone Named Chanel West Coast Looked Just Like Fergie At The VMAs,Jamie Feldman,https://www.huffingtonpost.com/entry/chanel-west-coast-fergie-vmas_us_59a41cb3e4b0821444c49e9e,G-L-A-M-O-R-O-U-S.,2017-08-28,Not Chanel West Coast.,https://img.huffingtonpost.com/asset/59a426a91e00002800a74788.jpeg?ops=scalefit_720_noupscale
30,ENTERTAINMENT,"Katy Perry Comes 'Back To Earth' To Host MTV VMAs, And Twitter Was Not Here For It",Julia Brucculieri,https://www.huffingtonpost.com/entry/katy-perry-mtv-vmas-hosting_us_599744afe4b01f6e801eaca6,"It was ... interesting, to say the least.",2017-08-28,Julia Brucculieri,https://img.huffingtonpost.com/asset/5c812dfe2400009c04a2c59f.png?ops=100_100
31,ENTERTAINMENT,"Katy Perry Comes 'Back To Earth' To Host MTV VMAs, And Twitter Was Not Here For It",Julia Brucculieri,https://www.huffingtonpost.com/entry/katy-perry-mtv-vmas-hosting_us_599744afe4b01f6e801eaca6,"It was ... interesting, to say the least.",2017-08-28,,https://img.huffingtonpost.com/asset/62e2d091210000b3a35f10c0.png?cache=PqCZh0hEY1&ops=210_120
32,ENTERTAINMENT,"Katy Perry Comes 'Back To Earth' To Host MTV VMAs, And Twitter Was Not Here For It",Julia Brucculieri,https://www.huffingtonpost.com/entry/katy-perry-mtv-vmas-hosting_us_599744afe4b01f6e801eaca6,"It was ... interesting, to say the least.",2017-08-28,,https://img.huffingtonpost.com/asset/62e1b81925000082ab33140f.jpg?cache=BDEJGWkA94&ops=210_120
33,GREEN,Good Samaritans Rescue Fellow Citizens Amid Catastrophic Floods,Doha Madani,https://www.huffingtonpost.com/entry/citizen-rescues-floods-harvey_us_59a341d0e4b05710aa5d1aeb,Locals show incredible strength as they pull together in the wake of Hurricane Harvey.,2017-08-28,Doha Madani,https://img.huffingtonpost.com/asset/596f984215000028008b29a8.jpg?ops=100_100
34,GREEN,Good Samaritans Rescue Fellow Citizens Amid Catastrophic Floods,Doha Madani,https://www.huffingtonpost.com/entry/citizen-rescues-floods-harvey_us_59a341d0e4b05710aa5d1aeb,Locals show incredible strength as they pull together in the wake of Hurricane Harvey.,2017-08-28,,https://img.huffingtonpost.com/asset/62e8087c2500004500333a77.jpg?ops=210_120
35,GREEN,Good Samaritans Rescue Fellow Citizens Amid Catastrophic Floods,Doha Madani,https://www.huffingtonpost.com/entry/citizen-rescues-floods-harvey_us_59a341d0e4b05710aa5d1aeb,Locals show incredible strength as they pull together in the wake of Hurricane Harvey.,2017-08-28,,https://img.huffingtonpost.com/asset/62e922e92600008407984bd1.png?ops=210_120
36,WORLD NEWS,Venezuela Holds Nationwide Armed Forces Exercises After Trump Threat,"Hugh Bronstein, Reuters",https://www.huffingtonpost.com/entry/venezuela-military-exercises-trump-threat_us_59a21a9ae4b06d67e3381118,Trump warned that a “military option” was on the table for the crisis-hit country.,2017-08-27,Reuters logo,https://cambria.assets.huffpost.com/images/partners/reuters.hash-80f2d07a2f31891e1501eaeb38dfb3b9.png
37,WORLD NEWS,Venezuela Holds Nationwide Armed Forces Exercises After Trump Threat,"Hugh Bronstein, Reuters",https://www.huffingtonpost.com/entry/venezuela-military-exercises-trump-threat_us_59a21a9ae4b06d67e3381118,Trump warned that a “military option” was on the table for the crisis-hit country.,2017-08-27,,https://img.huffingtonpost.com/asset/62e5b8cd2400003c00d584dd.png?ops=210_120
38,WORLD NEWS,Venezuela Holds Nationwide Armed Forces Exercises After Trump Threat,"Hugh Bronstein, Reuters",https://www.huffingtonpost.com/entry/venezuela-military-exercises-trump-threat_us_59a21a9ae4b06d67e3381118,Trump warned that a “military option” was on the table for the crisis-hit country.,2017-08-27,,https://img.huffingtonpost.com/asset/62e263f425000054e33314e7.jpeg?cache=Yba8SxH1PV&ops=210_120
39,WORLD NEWS,Thousands Flee Myanmar As Fresh Violence Claims At Least 104 Lives,"Ruma Paul, Reuters",https://www.huffingtonpost.com/entry/myanmar-thousands-flee-clashes-104-dead_us_59a2d2fae4b05710aa5cd4b3,"Bracing for more violence, thousands of Rohingya - mostly women and children - attempted to forge the Naf river separating Myanmar and Bangladesh and the land border.",2017-08-27,Reuters logo,https://cambria.assets.huffpost.com/images/partners/reuters.hash-80f2d07a2f31891e1501eaeb38dfb3b9.png
40,WORLD NEWS,Thousands Flee Myanmar As Fresh Violence Claims At Least 104 Lives,"Ruma Paul, Reuters",https://www.huffingtonpost.com/entry/myanmar-thousands-flee-clashes-104-dead_us_59a2d2fae4b05710aa5cd4b3,"Bracing for more violence, thousands of Rohingya - mostly women and children - attempted to forge the Naf river separating Myanmar and Bangladesh and the land border.",2017-08-27,"Women and children fleeing violence in their villages arrive at the Yathae Taung township in Rakhine State in Myanmar on August 26, 2017.",https://img.huffingtonpost.com/asset/59a2d4d824000032004b9f17.jpeg?ops=scalefit_720_noupscale
41,WORLD NEWS,Thousands Flee Myanmar As Fresh Violence Claims At Least 104 Lives,"Ruma Paul, Reuters",https://www.huffingtonpost.com/entry/myanmar-thousands-flee-clashes-104-dead_us_59a2d2fae4b05710aa5cd4b3,"Bracing for more violence, thousands of Rohingya - mostly women and children - attempted to forge the Naf river separating Myanmar and Bangladesh and the land border.",2017-08-27,"A man shows a picture of members of his family, whom he says were killed by Rohingya militants, at Maungdaw hospital on August 27, 2017.",https://img.huffingtonpost.com/asset/59a2d4f41e00002800a745b8.jpeg?ops=scalefit_720_noupscale
42,WORLD NEWS,Iraqi Military Says It's Taken Most Of ISIS Stronghold In Country's Northwest,"Thaier Al-Sudani and Kawa Omar, Reuters",https://www.huffingtonpost.com/entry/iraq-forces-retake-tal-afar_us_59a2f7f5e4b05710aa5cec50,Retaking Tal Afar was the latest objective in the U.S.-backed war on ISIS following the recapture in July of Mosul.,2017-08-27,Reuters logo,https://cambria.assets.huffpost.com/images/partners/reuters.hash-80f2d07a2f31891e1501eaeb38dfb3b9.png
43,WORLD NEWS,Iraqi Military Says It's Taken Most Of ISIS Stronghold In Country's Northwest,"Thaier Al-Sudani and Kawa Omar, Reuters",https://www.huffingtonpost.com/entry/iraq-forces-retake-tal-afar_us_59a2f7f5e4b05710aa5cec50,Retaking Tal Afar was the latest objective in the U.S.-backed war on ISIS following the recapture in July of Mosul.,2017-08-27,"Fighters from the Hashed al-Shaabi (Popular Mobilisation units), backing the Iraqi forces, pose with the Iraqi flag from Tal Afar's Ottoman-era historic citadel after troops took control of the area during an operation to retake the city from the Islamic State (IS) group on August 27, 2017.",https://img.huffingtonpost.com/asset/59a2f9831e00002700c5f7d2.jpeg?ops=scalefit_720_noupscale
44,WORLD NEWS,Iraqi Military Says It's Taken Most Of ISIS Stronghold In Country's Northwest,"Thaier Al-Sudani and Kawa Omar, Reuters",https://www.huffingtonpost.com/entry/iraq-forces-retake-tal-afar_us_59a2f7f5e4b05710aa5cec50,Retaking Tal Afar was the latest objective in the U.S.-backed war on ISIS following the recapture in July of Mosul.,2017-08-27,,https://img.huffingtonpost.com/asset/59a2f9be1e00003c00c5f7d3.jpeg?ops=scalefit_720_noupscale
45,POLITICS,Donald Trump Renews Threat To Scrap NAFTA Amid Negotiations,,https://www.huffingtonpost.com/entry/trump-nafta-scrap_us_59a3139fe4b0821444c3eeeb,"""May have to terminate?” the president wrote.",2017-08-27,Reuters logo,https://cambria.assets.huffpost.com/images/partners/reuters.hash-80f2d07a2f31891e1501eaeb38dfb3b9.png
46,POLITICS,Donald Trump Renews Threat To Scrap NAFTA Amid Negotiations,,https://www.huffingtonpost.com/entry/trump-nafta-scrap_us_59a3139fe4b0821444c3eeeb,"""May have to terminate?” the president wrote.",2017-08-27,,https://img.huffingtonpost.com/asset/62e951252600005d00d412cd.jpeg?cache=VqLten7Xqh&ops=210_120
47,POLITICS,Donald Trump Renews Threat To Scrap NAFTA Amid Negotiations,,https://www.huffingtonpost.com/entry/trump-nafta-scrap_us_59a3139fe4b0821444c3eeeb,"""May have to terminate?” the president wrote.",2017-08-27,,https://img.huffingtonpost.com/asset/62e13d63220000a1be4fa265.png?ops=210_120
48,POLITICS,Trump To Travel To Texas On Tuesday To Survey Damage From Harvey,,https://www.huffingtonpost.com/entry/trump-harvey-travel_us_59a33010e4b05710aa5d1351,"The White House is “coordinating logistics with state and local officials.""",2017-08-27,Reuters logo,https://cambria.assets.huffpost.com/images/partners/reuters.hash-80f2d07a2f31891e1501eaeb38dfb3b9.png
49,POLITICS,Trump To Travel To Texas On Tuesday To Survey Damage From Harvey,,https://www.huffingtonpost.com/entry/trump-harvey-travel_us_59a33010e4b05710aa5d1351,"The White House is “coordinating logistics with state and local officials.""",2017-08-27,,https://img.huffingtonpost.com/asset/62e5fd782600003e00984a16.jpeg?cache=8PdgKN9nnC&ops=210_120
50,POLITICS,Trump To Travel To Texas On Tuesday To Survey Damage From Harvey,,https://www.huffingtonpost.com/entry/trump-harvey-travel_us_59a33010e4b05710aa5d1351,"The White House is “coordinating logistics with state and local officials.""",2017-08-27,,https://img.huffingtonpost.com/asset/62e1d5a025000031a947720c.jpeg?cache=OuVExY4fiv&ops=210_120
51,POLITICS,"Goodbye, Columbus?","Robert Kuttner, ColumnistColumnist",https://www.huffingtonpost.com/entry/taking-a-sledgehammer-to-columbus-wont-help-race-relations_us_59a34f69e4b05710aa5d2270,"Altogether now, will the far left play into Steve Bannon’s hands?",2017-08-27,Robert Kuttner,https://img.huffingtonpost.com/asset/5aaeaa882000008106eb242e.jpg?ops=100_100
52,POLITICS,"Goodbye, Columbus?","Robert Kuttner, ColumnistColumnist",https://www.huffingtonpost.com/entry/taking-a-sledgehammer-to-columbus-wont-help-race-relations_us_59a34f69e4b05710aa5d2270,"Altogether now, will the far left play into Steve Bannon’s hands?",2017-08-27,,https://img.huffingtonpost.com/asset/59a353111e00002700c5f845.jpeg?ops=scalefit_720_noupscale
53,POLITICS,"Goodbye, Columbus?","Robert Kuttner, ColumnistColumnist",https://www.huffingtonpost.com/entry/taking-a-sledgehammer-to-columbus-wont-help-race-relations_us_59a34f69e4b05710aa5d2270,"Altogether now, will the far left play into Steve Bannon’s hands?",2017-08-27,,https://img.huffingtonpost.com/asset/62e94e312500006600bf0bb8.jpeg?ops=210_120
54,POLITICS,Trump Still Insists Mexico Will Pay For The Wall -- Eventually,Marina Fang,https://www.huffingtonpost.com/entry/donald-trump-mexico-will-pay-for-wall_us_59a2cdd1e4b0821444c3c8c8,"As usual, he's vague on how that would happen.",2017-08-27,Marina Fang,https://img.huffingtonpost.com/asset/5cd4e0072500005500a0c2af.jpeg?ops=100_100
55,POLITICS,Trump Still Insists Mexico Will Pay For The Wall -- Eventually,Marina Fang,https://www.huffingtonpost.com/entry/donald-trump-mexico-will-pay-for-wall_us_59a2cdd1e4b0821444c3c8c8,"As usual, he's vague on how that would happen.",2017-08-27,,https://img.huffingtonpost.com/asset/62e0a254210000adb35f0e6e.jpeg?cache=vnscon89cu&ops=210_120
56,POLITICS,Trump Still Insists Mexico Will Pay For The Wall -- Eventually,Marina Fang,https://www.huffingtonpost.com/entry/donald-trump-mexico-will-pay-for-wall_us_59a2cdd1e4b0821444c3c8c8,"As usual, he's vague on how that would happen.",2017-08-27,,https://img.huffingtonpost.com/asset/62e0cdd92500007faf33131a.jpeg?cache=G3OE5xtRrC&ops=210_120
57,POLITICS,"Berkeley Protesters Engulf Far-Right Rally, Just As Folks In San Francisco Did A Day Prior",Andy Campbell,https://www.huffingtonpost.com/entry/berkeley-protesters-engulf-far-right-rally-just-as-san-fransisco-did-a-day-prior_us_59a31dffe4b0821444c4017d,"A rally that had been called off got drowned out, anyway.",2017-08-27,Andy Campbell,https://img.huffingtonpost.com/asset/5c3784463c00006e0610e5bc.jpg?ops=100_100
58,POLITICS,"Berkeley Protesters Engulf Far-Right Rally, Just As Folks In San Francisco Did A Day Prior",Andy Campbell,https://www.huffingtonpost.com/entry/berkeley-protesters-engulf-far-right-rally-just-as-san-fransisco-did-a-day-prior_us_59a31dffe4b0821444c4017d,"A rally that had been called off got drowned out, anyway.",2017-08-27,"Counterprotesters make their position clear in Berkeley, California, on Sunday.",https://img.huffingtonpost.com/asset/59a3299924000036004b9f55.jpeg?cache=CnwOUgl2ou&ops=scalefit_720_noupscale
59,POLITICS,"Berkeley Protesters Engulf Far-Right Rally, Just As Folks In San Francisco Did A Day Prior",Andy Campbell,https://www.huffingtonpost.com/entry/berkeley-protesters-engulf-far-right-rally-just-as-san-fransisco-did-a-day-prior_us_59a31dffe4b0821444c4017d,"A rally that had been called off got drowned out, anyway.",2017-08-27,,https://img.huffingtonpost.com/asset/62e97db62600005c00d412ff.jpeg?ops=210_120
60,WORLD NEWS,At Least 38 Dead From Riots Following Indian Guru's Rape Conviction,"Sankalp Phartiyal and Nidhi Verma, Reuters",https://www.huffingtonpost.com/entry/india-guru-rape-sentencing-38-dead_us_59a2ceb8e4b06d67e3383477,India deployed thousands of riot police and shut down internet services in two northern states in preparation for his sentencing.,2017-08-27,Reuters logo,https://cambria.assets.huffpost.com/images/partners/reuters.hash-80f2d07a2f31891e1501eaeb38dfb3b9.png
61,WORLD NEWS,At Least 38 Dead From Riots Following Indian Guru's Rape Conviction,"Sankalp Phartiyal and Nidhi Verma, Reuters",https://www.huffingtonpost.com/entry/india-guru-rape-sentencing-38-dead_us_59a2ceb8e4b06d67e3383477,India deployed thousands of riot police and shut down internet services in two northern states in preparation for his sentencing.,2017-08-27,"This file photo taken on September 8, 2015 shows Indian chief of the religious sect Dera Sacha Sauda (DSS) Gurmeet Ram Rahim Singh at a news conference to launch the score for his film 'MSG-2 The Messenger' in Mumbai.",https://img.huffingtonpost.com/asset/59a2d0b51e00002700c5f7be.jpeg?ops=scalefit_720_noupscale
62,WORLD NEWS,At Least 38 Dead From Riots Following Indian Guru's Rape Conviction,"Sankalp Phartiyal and Nidhi Verma, Reuters",https://www.huffingtonpost.com/entry/india-guru-rape-sentencing-38-dead_us_59a2ceb8e4b06d67e3383477,India deployed thousands of riot police and shut down internet services in two northern states in preparation for his sentencing.,2017-08-27,"Indian security forces walk next to burning vehicles set alight by rioting followers of a religious leader convicted of rape in Panchkula on August 25, 2017.",https://img.huffingtonpost.com/asset/59a2d0021e00002800a745b1.jpeg?ops=scalefit_720_noupscale
63,BLACK VOICES,Race And Why It Matters For Writers Of Color,"Nancy A. Ruffin, ContributorMother, Wife, Writer, and Life Strategist",https://www.huffingtonpost.com/entry/race-and-why-it-matters-for-writers-of-color_us_59a2d6bfe4b0a62d0987b019,It’s a gray overcast morning in San Francisco. I sit at Gate 86 of SFO airport waiting to board UA Flight 358 to Las Vegas,2017-08-27,Nancy A. Ruffin,https://img.huffingtonpost.com/asset/5981058115000027008b4a10.jpg?ops=100_100
64,BLACK VOICES,Race And Why It Matters For Writers Of Color,"Nancy A. Ruffin, ContributorMother, Wife, Writer, and Life Strategist",https://www.huffingtonpost.com/entry/race-and-why-it-matters-for-writers-of-color_us_59a2d6bfe4b0a62d0987b019,It’s a gray overcast morning in San Francisco. I sit at Gate 86 of SFO airport waiting to board UA Flight 358 to Las Vegas,2017-08-27,,https://img.huffingtonpost.com/asset/59a2d6ff2400003a004b9f1d.jpg?ops=scalefit_720_noupscale
